Epoch,UnsupervisedLoss
151,-0.3756946325302124
152,-0.37936824560165405
153,-0.383108526468277
154,-0.3865624666213989
155,-0.3891979157924652
156,-0.3913925886154175
157,-0.3950648307800293
158,-0.40017980337142944
159,-0.40493255853652954
160,-0.408582478761673
161,-0.41196486353874207
162,-0.4160558581352234
163,-0.42095035314559937
164,-0.4257694482803345
165,-0.4296593964099884
166,-0.43369895219802856
167,-0.4387640058994293
168,-0.44346898794174194
169,-0.4473448693752289
170,-0.45145663619041443
171,-0.45605242252349854
172,-0.46027040481567383
173,-0.4638723134994507
174,-0.46782171726226807
175,-0.4719136953353882
176,-0.47549673914909363
177,-0.4789968729019165
178,-0.48283660411834717
179,-0.4865802526473999
180,-0.48991379141807556
181,-0.4932849705219269
182,-0.49675047397613525
183,-0.49994519352912903
184,-0.50300133228302
185,-0.5061427354812622
186,-0.5091685652732849
187,-0.5119504332542419
188,-0.5147066116333008
189,-0.5174317955970764
190,-0.5199575424194336
191,-0.5223416686058044
192,-0.5247073173522949
193,-0.5269905924797058
194,-0.5291274189949036
195,-0.5312083959579468
196,-0.5332449674606323
197,-0.5351772904396057
198,-0.5370230674743652
199,-0.5388454794883728
200,-0.5406261682510376
201,-0.5423230528831482
202,-0.543962836265564
203,-0.5455734133720398
204,-0.5471277832984924
205,-0.5486159920692444
206,-0.5500695705413818
207,-0.5514891743659973
208,-0.5528615713119507
209,-0.5541929602622986
210,-0.5555039048194885
211,-0.5567808151245117
212,-0.558010458946228
213,-0.5592036247253418
214,-0.5603699684143066
215,-0.5615025758743286
216,-0.5626007914543152
217,-0.5636689066886902
218,-0.5647079348564148
219,-0.5657146573066711
220,-0.5666877627372742
221,-0.5676391124725342
222,-0.568565309047699
223,-0.5694650411605835
224,-0.5703416466712952
225,-0.5712019205093384
226,-0.572041392326355
227,-0.5728622674942017
228,-0.5736663341522217
229,-0.5744539499282837
230,-0.5752233266830444
231,-0.5759772062301636
232,-0.5767176151275635
233,-0.5774434804916382
234,-0.5781533122062683
235,-0.5788516402244568
236,-0.5795379877090454
237,-0.5802100896835327
238,-0.5808683633804321
239,-0.5815146565437317
240,-0.5821460485458374
241,-0.5827639102935791
242,-0.5833684206008911
243,-0.5839607119560242
244,-0.5845418572425842
245,-0.5851105451583862
246,-0.5856675505638123
247,-0.5862137675285339
248,-0.5867491960525513
249,-0.5872732400894165
250,-0.5877861976623535
251,-0.5882863998413086
252,-0.588776171207428
253,-0.5892544984817505
254,-0.5897199511528015
255,-0.5901772975921631
256,-0.5906269550323486
257,-0.5910671949386597
258,-0.5914996862411499
259,-0.5919250249862671
260,-0.5923424959182739
261,-0.5927523374557495
262,-0.5931550860404968
263,-0.593548059463501
264,-0.5939332246780396
265,-0.5943117737770081
266,-0.5946763157844543
267,-0.5950336456298828
268,-0.5953842401504517
269,-0.5957289934158325
270,-0.596068263053894
271,-0.5964013934135437
272,-0.5967289209365845
273,-0.5970508456230164
274,-0.5973649024963379
275,-0.5976731777191162
276,-0.5979756712913513
277,-0.5982703566551208
278,-0.5985572338104248
279,-0.5988409519195557
280,-0.5991213917732239
281,-0.5993973612785339
282,-0.5996695160865784
283,-0.5999376773834229
284,-0.6002019643783569
285,-0.6004617214202881
286,-0.6007172465324402
287,-0.6009690761566162
288,-0.6012177467346191
289,-0.601460874080658
290,-0.6016995906829834
291,-0.6019352078437805
292,-0.6021661758422852
293,-0.6023930907249451
294,-0.6026172637939453
295,-0.602837324142456
296,-0.6030532121658325
297,-0.6032638549804688
298,-0.6034698486328125
299,-0.6036726832389832
300,-0.6038704514503479
