Epoch,UnsupervisedLoss
1,0.09828484058380127
2,0.09235167503356934
3,0.08598458766937256
4,0.07935738563537598
5,0.07272964715957642
6,0.06632769107818604
7,0.060326218605041504
8,0.054750144481658936
9,0.049454331398010254
10,0.04422593116760254
11,0.0389060378074646
12,0.03347569704055786
13,0.028044581413269043
14,0.022803425788879395
15,0.017952382564544678
16,0.013634800910949707
17,0.009875059127807617
18,0.006608247756958008
19,0.0037074685096740723
20,0.0010355114936828613
21,-0.001497030258178711
22,-0.003923475742340088
23,-0.00624537467956543
24,-0.008437514305114746
25,-0.010484933853149414
26,-0.012387216091156006
27,-0.014164865016937256
28,-0.01584702730178833
29,-0.017472386360168457
30,-0.01907259225845337
31,-0.020667970180511475
32,-0.022268056869506836
33,-0.023882687091827393
34,-0.025519132614135742
35,-0.02719205617904663
36,-0.02892071008682251
37,-0.030746102333068848
38,-0.03270596265792847
39,-0.03486454486846924
40,-0.037286579608917236
41,-0.04004937410354614
42,-0.04323232173919678
43,-0.046941518783569336
44,-0.051285386085510254
45,-0.056388676166534424
46,-0.062367796897888184
47,-0.06934458017349243
48,-0.07740116119384766
49,-0.08653521537780762
50,-0.09656834602355957
51,-0.10699135065078735
52,-0.11691480875015259
53,-0.12533754110336304
54,-0.13209408521652222
55,-0.13833826780319214
56,-0.14523881673812866
57,-0.15290087461471558
58,-0.160500168800354
59,-0.1673128604888916
60,-0.17327100038528442
61,-0.17886322736740112
62,-0.1844770908355713
63,-0.1901179552078247
64,-0.19557368755340576
65,-0.20065873861312866
66,-0.20531487464904785
67,-0.2095712423324585
68,-0.21352064609527588
69,-0.2172473669052124
70,-0.2207726240158081
71,-0.22407466173171997
72,-0.22712618112564087
73,-0.22994893789291382
74,-0.2326284646987915
75,-0.23524528741836548
76,-0.23781830072402954
77,-0.24031007289886475
78,-0.24264615774154663
79,-0.24478304386138916
80,-0.24671822786331177
81,-0.24850618839263916
82,-0.25021886825561523
83,-0.251906156539917
84,-0.2535691261291504
85,-0.2551864981651306
86,-0.2567356824874878
87,-0.25821036100387573
88,-0.25961732864379883
89,-0.2609618902206421
90,-0.2622513175010681
91,-0.2634906768798828
92,-0.2646961212158203
93,-0.2658711075782776
94,-0.26701653003692627
95,-0.2681315541267395
96,-0.26923584938049316
97,-0.27034151554107666
98,-0.2714458703994751
99,-0.27254873514175415
100,-0.2736470699310303
101,-0.27473968267440796
102,-0.27584171295166016
103,-0.2769774794578552
104,-0.27817243337631226
105,-0.27943962812423706
106,-0.28079140186309814
107,-0.2822446823120117
108,-0.28381019830703735
109,-0.285511314868927
110,-0.2873673439025879
111,-0.2893630862236023
112,-0.29148489236831665
113,-0.2936912775039673
114,-0.29593050479888916
115,-0.2981404662132263
116,-0.3002975583076477
117,-0.30246055126190186
118,-0.3046800494194031
119,-0.30695295333862305
120,-0.30923205614089966
121,-0.31149905920028687
122,-0.31378233432769775
123,-0.31611061096191406
124,-0.3184841275215149
125,-0.32086676359176636
126,-0.32321029901504517
127,-0.3255136013031006
128,-0.3277897834777832
129,-0.3300354480743408
130,-0.3322024345397949
131,-0.33429133892059326
132,-0.3363143801689148
133,-0.3382910490036011
134,-0.3402097225189209
135,-0.34207481145858765
136,-0.343886137008667
137,-0.34565407037734985
138,-0.34739768505096436
139,-0.34911876916885376
140,-0.35081803798675537
141,-0.3525041937828064
142,-0.3542022705078125
143,-0.35593995451927185
144,-0.3577478528022766
145,-0.3596552908420563
146,-0.36169809103012085
147,-0.3639291524887085
148,-0.36640748381614685
149,-0.36917930841445923
150,-0.3722752630710602
