Epoch,UnsupervisedLoss
152,-0.4800741374492645
153,-0.48334237933158875
154,-0.48653995990753174
155,-0.4896335303783417
156,-0.49262624979019165
157,-0.4955340623855591
158,-0.49833446741104126
159,-0.501028299331665
160,-0.5036397576332092
161,-0.5061541199684143
162,-0.5085759162902832
163,-0.5109207630157471
164,-0.5131871104240417
165,-0.5153741836547852
166,-0.5174964070320129
167,-0.519544243812561
168,-0.5215218663215637
169,-0.5234401226043701
170,-0.5252922177314758
171,-0.5270751118659973
172,-0.5288009643554688
173,-0.5304685831069946
174,-0.5320816040039062
175,-0.5336516499519348
176,-0.5351719260215759
177,-0.5366472601890564
178,-0.5380845665931702
179,-0.539486289024353
180,-0.5408470630645752
181,-0.542171835899353
182,-0.5434673428535461
183,-0.5447298884391785
184,-0.5459604859352112
185,-0.5471596717834473
186,-0.548331081867218
187,-0.5494726300239563
188,-0.5505785346031189
189,-0.5516584515571594
190,-0.5527154207229614
191,-0.5537510514259338
192,-0.5547629594802856
193,-0.5557476282119751
194,-0.556713342666626
195,-0.55766761302948
196,-0.5586020946502686
197,-0.5595192909240723
198,-0.5604174733161926
199,-0.5612974166870117
200,-0.5621601939201355
201,-0.5630106925964355
202,-0.563847541809082
203,-0.5646689534187317
204,-0.5654802322387695
205,-0.5662782788276672
206,-0.5670647621154785
207,-0.5678417682647705
208,-0.5686054229736328
209,-0.5693519115447998
210,-0.5700874924659729
211,-0.5708133578300476
212,-0.5715301036834717
213,-0.5722384452819824
214,-0.5729337930679321
215,-0.5736181139945984
216,-0.5742954015731812
217,-0.5749627351760864
218,-0.5756096243858337
219,-0.576249361038208
220,-0.576880693435669
221,-0.5775043368339539
222,-0.5781222581863403
223,-0.578734278678894
224,-0.5793377757072449
225,-0.5799349546432495
226,-0.580527126789093
227,-0.5811127424240112
228,-0.5816891193389893
229,-0.5822603106498718
230,-0.5828295350074768
231,-0.5833940505981445
232,-0.5839511156082153
233,-0.584503710269928
234,-0.5850507616996765
235,-0.5855900049209595
236,-0.5861220955848694
237,-0.586646318435669
238,-0.5871621966362
239,-0.5876669883728027
240,-0.5881648659706116
241,-0.5886545181274414
242,-0.5891382098197937
243,-0.5896098613739014
244,-0.5900722742080688
245,-0.5905261039733887
246,-0.5909656286239624
247,-0.5913866758346558
248,-0.5917991399765015
249,-0.5922088027000427
250,-0.5926145911216736
251,-0.5930128693580627
252,-0.5934040546417236
253,-0.593786895275116
254,-0.5941616296768188
255,-0.5945296287536621
256,-0.5948877334594727
257,-0.5952410101890564
258,-0.5955860614776611
259,-0.5959233641624451
260,-0.5962545275688171
261,-0.5965794920921326
262,-0.5968990921974182
263,-0.5972119569778442
264,-0.5975186824798584
265,-0.5978188514709473
266,-0.5981138944625854
267,-0.5984033346176147
268,-0.5986875891685486
269,-0.598965585231781
270,-0.5992385149002075
271,-0.5995066165924072
272,-0.5997691750526428
273,-0.600027322769165
274,-0.6002812385559082
275,-0.600529670715332
276,-0.600774884223938
277,-0.6010159254074097
278,-0.6012526154518127
279,-0.6014848351478577
280,-0.6017130613327026
281,-0.601938784122467
282,-0.6021613478660583
283,-0.602380633354187
284,-0.6025950312614441
285,-0.602805495262146
286,-0.60301274061203
287,-0.6032167077064514
288,-0.6034165024757385
289,-0.603613018989563
290,-0.6038069128990173
291,-0.6039982438087463
292,-0.6041869521141052
293,-0.6043722629547119
294,-0.6045548319816589
295,-0.6047348976135254
296,-0.604911208152771
297,-0.605084240436554
298,-0.6052547097206116
299,-0.6054230332374573
300,-0.6055886745452881
