3.436196607253805269e-07,9.987119436264038086e-01,1.264763413928449154e-03,7.455424565705470741e-06,3.519013422673133995e-12,1.553144829813390970e-05
2.759193739620968699e-05,6.247394252568483353e-03,4.867528673457854893e-07,9.937064051628112793e-01,1.809752939152531326e-05,3.232421552645803331e-10
2.690414646622230066e-08,2.569869905710220337e-02,9.730110168457031250e-01,2.288859803911691415e-07,6.935447767301983202e-13,1.290037180297076702e-03
2.351232804358005524e-03,3.469395264983177185e-02,1.691916804702486843e-05,9.619849920272827148e-01,9.529500966891646385e-04,6.014417408550798427e-08
1.622590795159339905e-02,3.177335113286972046e-02,3.839176148176193237e-03,9.187914133071899414e-01,2.908450178802013397e-02,2.856233622878789902e-04
5.326420534402132034e-03,1.846863995069725206e-08,6.035568003426305950e-05,4.736939374083704024e-08,4.962878463743436441e-08,9.946131110191345215e-01
9.472266242482874077e-07,2.906520366668701172e-01,6.988009810447692871e-01,2.013566700043156743e-06,2.029337418593679665e-12,1.054409518837928772e-02
7.378177251666784286e-03,3.506935399855137803e-07,6.836535817456024233e-07,4.140092991292476654e-03,9.884803295135498047e-01,2.993434122799953911e-07
6.312692421488463879e-04,2.363203799315982678e-10,2.794518749738017505e-08,1.239652483491227031e-04,9.992448091506958008e-01,9.368664066755627573e-09
6.312692421488463879e-04,2.363203799315982678e-10,2.794518749738017505e-08,1.239652483491227031e-04,9.992448091506958008e-01,9.368664066755627573e-09
9.842585325241088867e-01,2.926138404291123152e-05,3.248785797040909529e-04,1.407082541845738888e-03,8.865154348313808441e-03,5.115030799061059952e-03
9.842585325241088867e-01,2.926138404291123152e-05,3.248785797040909529e-04,1.407082541845738888e-03,8.865154348313808441e-03,5.115030799061059952e-03
5.514665320515632629e-02,2.800708102934645893e-11,7.129777657155500492e-08,6.518503505503758788e-05,9.447869062423706055e-01,1.172682800643087830e-06
1.184904976980760694e-05,9.818427562713623047e-01,4.068733687745407224e-05,1.810306310653686523e-02,3.853911607620830182e-07,1.293105015065521002e-06
6.168018540364528235e-09,3.316595684736967087e-04,9.959461092948913574e-01,1.544432315370158904e-08,4.010611897383060953e-14,3.722238587215542793e-03
1.560420628266001586e-06,9.961524605751037598e-01,7.733230449957773089e-05,3.767989808693528175e-03,3.325492059502721531e-08,6.385116080309671815e-07
4.462777951630414464e-07,4.237955808639526367e-02,9.401782751083374023e-01,2.698378409604629269e-07,4.601592002405341386e-13,1.744144409894943237e-02
4.602390825748443604e-01,4.784771706908941269e-03,3.634926688391715288e-04,5.232644677162170410e-01,9.636937640607357025e-03,1.711179385893046856e-03
9.300013184547424316e-01,1.376419955789742744e-08,2.775419852696359158e-04,5.793804666609503329e-05,8.711227215826511383e-03,6.095200031995773315e-02
6.431381507354672067e-07,9.897336363792419434e-01,1.004954334348440170e-02,3.475345147307962179e-05,5.075578499158517332e-11,1.813456910895183682e-04
1.070006787776947021e-01,2.255391606809098448e-08,9.855192183749750257e-05,2.123308888712927001e-07,1.141533516602066811e-06,8.928994536399841309e-01
1.165782799944281578e-03,6.540381908416748047e-01,8.107697794912382960e-06,3.447676301002502441e-01,1.848628016887232661e-05,1.874014060376794077e-06
3.597949147224426270e-01,2.795293596591363894e-07,1.193867865367792547e-04,1.543602047604508698e-05,5.293029244057834148e-05,6.400170326232910156e-01
2.788810888887383044e-05,1.792551130056381226e-01,7.311352491378784180e-01,9.920477896230295300e-05,2.977391888592251235e-09,8.948253840208053589e-02
3.573732101358473301e-07,9.970775246620178223e-02,8.984234929084777832e-01,1.610654521755350288e-06,8.631589366869807378e-12,1.866783830337226391e-03
1.289506815373897552e-02,7.812876567925286508e-09,5.958946348982863128e-05,1.899671175920047972e-08,4.529076846893076436e-08,9.870453476905822754e-01
3.207913096048287116e-06,1.013321503996849060e-01,8.516507148742675781e-01,5.728111773350974545e-06,1.126108928328761749e-10,4.700817912817001343e-02
3.187797591090202332e-02,1.639942405745387077e-03,1.213054783875122666e-04,8.644182085990905762e-01,1.019280552864074707e-01,1.458121369068976492e-05
1.452370360493659973e-02,1.848101334189777845e-07,2.017891773675728473e-07,1.505309902131557465e-02,9.704225063323974609e-01,2.989169729517016094e-07
7.521561346948146820e-04,8.642749860882759094e-03,1.000871634460054338e-05,9.893023371696472168e-01,1.292590168304741383e-03,2.137231831511599012e-07
6.312692421488463879e-04,2.363203799315982678e-10,2.794518749738017505e-08,1.239652483491227031e-04,9.992448091506958008e-01,9.368664066755627573e-09
1.289506815373897552e-02,7.812876567925286508e-09,5.958946348982863128e-05,1.899671175920047972e-08,4.529076846893076436e-08,9.870453476905822754e-01
1.407522941008210182e-03,1.258197368514402115e-08,4.282541340216994286e-04,2.174554936118511250e-08,1.035814012340097179e-08,9.981642365455627441e-01
7.372120744548738003e-04,6.256665852077958334e-09,4.494842505664564669e-05,4.374493656200684200e-09,2.436477242184764691e-09,9.992178678512573242e-01
3.597949147224426270e-01,2.795293596591363894e-07,1.193867865367792547e-04,1.543602047604508698e-05,5.293029244057834148e-05,6.400170326232910156e-01
2.675923751667141914e-04,4.493854343891143799e-01,4.020682536065578461e-05,5.502885580062866211e-01,1.816755866457242519e-05,4.185289625979748962e-08
1.769169175531715155e-04,9.935276582837104797e-03,5.264622586764744483e-07,9.898440837860107422e-01,4.318142964621074498e-05,4.915152729267902032e-09
