epoch,train_loss,train_kld,val_loss,val_kld,lr
1,2.144539688030879,0.3217895972232024,1.8934788227081298,0.1674797965420617,0.0004
2,1.7831605712572733,0.08517598820229372,1.3796152459250557,0.05274113929933972,0.0004
3,1.326089534163475,0.04008111779888471,1.1635506206088595,0.04400119806329409,0.0004
4,1.3934232980012893,0.05286227421214183,1.4317117479112413,0.06394720669421884,0.0004
5,1.2588196963071823,0.0647310834378004,1.1786434392134348,0.048035204514033265,0.0004
6,1.0404572039842606,0.040453097348411876,1.1818281028005813,0.04368701902114683,0.0002
