Epoch,UnsupervisedLoss
1,0.09295618534088135
2,0.08978384733200073
3,0.08639305830001831
4,0.0827474594116211
5,0.0787956714630127
6,0.07450205087661743
7,0.06982511281967163
8,0.06474578380584717
9,0.059270501136779785
10,0.053448617458343506
11,0.04737156629562378
12,0.04116469621658325
13,0.03495854139328003
14,0.02885955572128296
15,0.022924363613128662
16,0.017172276973724365
17,0.011613070964813232
18,0.006247162818908691
19,0.0010726451873779297
20,-0.003915190696716309
21,-0.008749663829803467
22,-0.013484179973602295
23,-0.018170595169067383
24,-0.022873520851135254
25,-0.027643561363220215
26,-0.032535016536712646
27,-0.03760826587677002
28,-0.042895495891571045
29,-0.04837667942047119
30,-0.05400294065475464
31,-0.05971795320510864
32,-0.06556743383407593
33,-0.07164889574050903
34,-0.07808506488800049
35,-0.08486539125442505
36,-0.09182512760162354
37,-0.09875881671905518
38,-0.10550373792648315
39,-0.11205947399139404
40,-0.11862814426422119
41,-0.12543243169784546
42,-0.1325337290763855
43,-0.1398053765296936
44,-0.14700675010681152
45,-0.15391993522644043
46,-0.16050571203231812
47,-0.166878342628479
48,-0.1731640100479126
49,-0.1793486475944519
50,-0.1853201985359192
51,-0.19094949960708618
52,-0.19619262218475342
53,-0.2011357545852661
54,-0.20584791898727417
55,-0.2103680968284607
56,-0.2146405577659607
57,-0.21863597631454468
58,-0.22235018014907837
59,-0.22582995891571045
60,-0.2291286587715149
61,-0.23226583003997803
62,-0.23523294925689697
63,-0.2380237579345703
64,-0.2406320571899414
65,-0.2430899739265442
66,-0.24543815851211548
67,-0.2476852536201477
68,-0.24983471632003784
69,-0.2518767714500427
70,-0.25381582975387573
71,-0.255668580532074
72,-0.25744664669036865
73,-0.2591755986213684
74,-0.2608509063720703
75,-0.2624768018722534
76,-0.2640511393547058
77,-0.26557987928390503
78,-0.2670843005180359
79,-0.2685529589653015
80,-0.27000564336776733
81,-0.2714495062828064
82,-0.27289658784866333
83,-0.2743380069732666
84,-0.2757904529571533
85,-0.2772635221481323
86,-0.27876269817352295
87,-0.2803102731704712
88,-0.2819250226020813
89,-0.28361958265304565
90,-0.28540682792663574
91,-0.2872992157936096
92,-0.28929394483566284
93,-0.2913748025894165
94,-0.29351669549942017
95,-0.29566895961761475
96,-0.29778844118118286
97,-0.299859881401062
98,-0.30190181732177734
99,-0.30394983291625977
100,-0.3060380220413208
101,-0.30815035104751587
102,-0.3102591037750244
103,-0.3123757839202881
104,-0.3145362138748169
105,-0.31675612926483154
106,-0.31901711225509644
107,-0.32128018140792847
108,-0.3235119581222534
109,-0.32569313049316406
110,-0.32779771089553833
111,-0.3298325538635254
112,-0.33180683851242065
113,-0.33373522758483887
114,-0.335623562335968
115,-0.33748120069503784
116,-0.3393009305000305
117,-0.3410780429840088
118,-0.34282320737838745
119,-0.34453606605529785
120,-0.3462095260620117
121,-0.34783387184143066
122,-0.34940528869628906
123,-0.3509238362312317
124,-0.3524014353752136
125,-0.3538467288017273
126,-0.35525256395339966
127,-0.3566192388534546
128,-0.35794275999069214
129,-0.35923272371292114
130,-0.3604872524738312
131,-0.36171117424964905
132,-0.3629138767719269
133,-0.36409619450569153
134,-0.3652583658695221
135,-0.36640214920043945
136,-0.3675374686717987
137,-0.3686668872833252
138,-0.36979132890701294
139,-0.3709212839603424
140,-0.3720766305923462
141,-0.37327131628990173
142,-0.3745286762714386
143,-0.3758643865585327
144,-0.3773200809955597
145,-0.3789494037628174
146,-0.38083451986312866
147,-0.38309603929519653
148,-0.38591527938842773
149,-0.38957110047340393
150,-0.3944472670555115
151,-0.40087875723838806
152,-0.4086052179336548
153,-0.41555991768836975
154,-0.41777169704437256
155,-0.42132067680358887
156,-0.42911162972450256
157,-0.43376806378364563
158,-0.4347462058067322
