1.697656080068554729e-05,8.525695989192172419e-07,9.987828135490417480e-01,4.910809172503638464e-12,1.199110294692218304e-03,2.142604671462322585e-07
9.998584182824288291e-10,9.823077917098999023e-01,1.766531728208065033e-02,1.512793915026122704e-05,5.039655661676079035e-07,1.123659876611782238e-05
1.554264337755739689e-03,1.395904636325440151e-08,2.206769771873950958e-02,1.247755913348636003e-12,9.763778448104858398e-01,8.278325935862085316e-08
8.167072707010447630e-08,9.790975451469421387e-01,1.712355017662048340e-02,2.639100654050707817e-03,6.102812676544999704e-06,1.133687677793204784e-03
2.784357347991317511e-04,9.064910411834716797e-01,2.361048944294452667e-02,4.105346649885177612e-02,2.436616690829396248e-03,2.612999081611633301e-02
9.926970601081848145e-01,2.742084603823968791e-08,3.369296841526647768e-09,2.095827156267660030e-08,4.800666647497564554e-05,7.254804018884897232e-03
1.012633088976144791e-02,1.468786763325624634e-07,2.697057127952575684e-01,7.748276846519797090e-12,7.201664447784423828e-01,1.420964849785377737e-06
4.641696094154212915e-08,4.521785303950309753e-03,1.007097836236425792e-07,9.926382303237915039e-01,7.266094570468339953e-08,2.839705208316445351e-03
5.698118421548770129e-09,1.583881385158747435e-04,3.728855557660892828e-10,9.988673925399780273e-01,7.060233730982190536e-09,9.742534020915627480e-04
5.698118421548770129e-09,1.583881385158747435e-04,3.728855557660892828e-10,9.988673925399780273e-01,7.060233730982190536e-09,9.742534020915627480e-04
6.468761246651411057e-03,1.890783431008458138e-03,1.560774217068683356e-05,7.520805578678846359e-03,1.463940716348588467e-04,9.839575290679931641e-01
6.468761246651411057e-03,1.890783431008458138e-03,1.560774217068683356e-05,7.520805578678846359e-03,1.463940716348588467e-04,9.839575290679931641e-01
1.184757138616987504e-06,3.439914871705695987e-05,3.130163836462251936e-11,9.316852688789367676e-01,2.441775137640433968e-08,6.827909499406814575e-02
2.568092440924374387e-06,1.014012843370437622e-02,9.897339940071105957e-01,3.248625830565288197e-07,1.084931354853324592e-04,1.459608211007434875e-05
6.553543731570243835e-03,1.031422058872522030e-09,6.168567924760282040e-04,7.307490794113483124e-14,9.928296208381652832e-01,1.198622889830858185e-08
1.344264546787599102e-06,1.950311241671442986e-03,9.979548454284667969e-01,1.059521252955164528e-07,9.050496009876951575e-05,2.867723196686711162e-06
2.103858813643455505e-02,1.516793801670246467e-08,3.156396374106407166e-02,1.395924066442677525e-12,9.473967552185058594e-01,7.126820946723455563e-07
1.853664987720549107e-03,6.110014319419860840e-01,7.199672516435384750e-03,4.373908974230289459e-03,2.798642381094396114e-04,3.752914071083068848e-01
1.578236520290374756e-01,7.446857125614769757e-06,3.399599712849976640e-09,1.931264880113303661e-03,1.322299067396670580e-04,8.401054143905639648e-01
2.024238638114184141e-04,2.759217068160069175e-06,9.931516647338867188e-01,1.192541638356248157e-11,6.642783060669898987e-03,2.765206090771243908e-07
9.260729551315307617e-01,8.456732558670410071e-08,7.190779083288134643e-09,2.029237293754704297e-07,4.777172580361366272e-05,7.387893646955490112e-02
1.235998070114874281e-06,3.311024308204650879e-01,6.680752635002136230e-01,2.914899232564494014e-05,8.313119906233623624e-06,7.835994474589824677e-04
4.124931395053863525e-01,1.415726455888943747e-05,1.214773845958916354e-07,6.039536674506962299e-05,1.472347939852625132e-04,5.872849822044372559e-01
1.387531012296676636e-01,1.318500108027365059e-05,1.773499995470046997e-01,2.726599612756785973e-09,6.838427186012268066e-01,4.102364982827566564e-05
2.362786093726754189e-03,8.383404548339967732e-08,5.272883176803588867e-02,2.499310827741574315e-11,9.449077248573303223e-01,6.434240162889182102e-07
9.938381314277648926e-01,4.319536728303319251e-09,1.362935542204013473e-09,3.653490177057960864e-09,2.503272480680607259e-05,6.136917974799871445e-03
5.392707884311676025e-02,5.985567099742183927e-07,7.921118289232254028e-02,7.485390779438105824e-11,8.668571710586547852e-01,3.971541445935145020e-06
7.911103239166550338e-06,8.801724910736083984e-01,5.694011924788355827e-04,9.784374386072158813e-02,1.500001235399395227e-05,2.139141410589218140e-02
1.009860781664428941e-07,6.551326252520084381e-03,1.135299996235517028e-07,9.801372885704040527e-01,4.680773457721443265e-08,1.331113465130329132e-02
2.473234701483306708e-07,9.885226488113403320e-01,9.752343408763408661e-03,1.076218322850763798e-03,7.423229362757410854e-06,6.410236819647252560e-04
5.698118421548770129e-09,1.583881385158747435e-04,3.728855557660892828e-10,9.988673925399780273e-01,7.060233730982190536e-09,9.742534020915627480e-04
9.938381314277648926e-01,4.319536728303319251e-09,1.362935542204013473e-09,3.653490177057960864e-09,2.503272480680607259e-05,6.136917974799871445e-03
9.986928105354309082e-01,1.409000116581182738e-08,4.183372315225142302e-09,3.365783651787523922e-09,3.088244702666997910e-04,9.983550990000367165e-04
9.993448853492736816e-01,1.283330219870038036e-09,5.122036128568652202e-10,4.497211492093811103e-10,1.924554817378520966e-05,6.357734091579914093e-04
4.124931395053863525e-01,1.415726455888943747e-05,1.214773845958916354e-07,6.039536674506962299e-05,1.472347939852625132e-04,5.872849822044372559e-01
5.827791937917936593e-08,4.486401081085205078e-01,5.510132312774658203e-01,1.630153856240212917e-04,3.299519448773935437e-05,1.506455882918089628e-04
1.339959965207526693e-08,9.827772378921508789e-01,1.710597984492778778e-02,2.020372812694404274e-05,5.180209541322255973e-07,9.604588558431714773e-05
1.264675403945147991e-03,3.250590525567531586e-03,1.508428340457612649e-06,1.185242161154747009e-01,2.980279350595083088e-05,8.769291639328002930e-01
8.073732169577851892e-05,7.218924816697835922e-03,8.942449767346261069e-07,5.976834297180175781e-01,4.932157480652676895e-06,3.950110971927642822e-01
9.827231056988239288e-03,1.418871079295058735e-06,1.895734667778015137e-02,2.644155783215751399e-09,9.711962938308715820e-01,1.765727029123809189e-05
9.783376008272171021e-03,2.271133940666913986e-03,4.223621544952038676e-06,6.757552619092166424e-04,1.693448284640908241e-04,9.870960712432861328e-01
