Epoch,UnsupervisedLoss
1,0.1067664623260498
2,0.1025618314743042
3,0.09913736581802368
4,0.09694254398345947
5,0.09573107957839966
6,0.0948219895362854
7,0.09398829936981201
8,0.09335470199584961
9,0.0929567813873291
10,0.0926315188407898
11,0.0922132134437561
12,0.09168779850006104
13,0.09115767478942871
14,0.09075045585632324
15,0.09051114320755005
16,0.09036332368850708
17,0.09021002054214478
18,0.09003084897994995
19,0.08985668420791626
20,0.08971673250198364
21,0.08961224555969238
22,0.08951985836029053
23,0.0894116759300232
24,0.08927619457244873
25,0.08911901712417603
26,0.0889589786529541
27,0.08881735801696777
28,0.0887078046798706
29,0.08863234519958496
30,0.08858197927474976
31,0.08854269981384277
32,0.08850038051605225
33,0.08844739198684692
34,0.08838295936584473
35,0.08831113576889038
36,0.08823919296264648
37,0.08817243576049805
38,0.08811181783676147
39,0.08805537223815918
40,0.08799880743026733
41,0.08793926239013672
42,0.08787679672241211
43,0.08781349658966064
44,0.08775103092193604
45,0.08769047260284424
46,0.08763056993484497
47,0.08756959438323975
48,0.08750522136688232
49,0.08743619918823242
50,0.08736151456832886
51,0.08727997541427612
52,0.08719170093536377
53,0.0870966911315918
54,0.08699530363082886
55,0.0868874192237854
56,0.08677065372467041
57,0.08664590120315552
58,0.08651041984558105
59,0.08635914325714111
60,0.08619219064712524
61,0.0860060453414917
62,0.08580029010772705
63,0.08557337522506714
64,0.08532357215881348
65,0.08504879474639893
66,0.08474576473236084
67,0.08441269397735596
68,0.0840463638305664
69,0.08364337682723999
70,0.08319973945617676
71,0.08271050453186035
72,0.08217155933380127
73,0.08157581090927124
74,0.08091682195663452
75,0.08019363880157471
76,0.07940322160720825
77,0.07855111360549927
78,0.07762938737869263
79,0.07661980390548706
80,0.07552832365036011
81,0.0743556022644043
82,0.07309991121292114
83,0.07174879312515259
84,0.07033175230026245
85,0.06884801387786865
86,0.06729835271835327
87,0.06567198038101196
88,0.06399720907211304
89,0.06229621171951294
90,0.06060135364532471
91,0.058951377868652344
92,0.0573430061340332
93,0.05574440956115723
94,0.05416375398635864
95,0.052629172801971436
96,0.05116832256317139
97,0.0497780442237854
98,0.048489153385162354
99,0.04721266031265259
100,0.04593747854232788
101,0.04465895891189575
102,0.04337501525878906
103,0.04207688570022583
104,0.04075300693511963
105,0.039385318756103516
106,0.037967026233673096
107,0.036500632762908936
108,0.03496360778808594
109,0.03333836793899536
110,0.03166574239730835
111,0.029966771602630615
112,0.028204023838043213
113,0.02636510133743286
114,0.024467825889587402
115,0.022501707077026367
116,0.02047663927078247
117,0.018384337425231934
118,0.01625579595565796
119,0.014137327671051025
120,0.01197826862335205
121,0.00979524850845337
122,0.007647454738616943
123,0.005557596683502197
124,0.003563523292541504
125,0.0016245841979980469
126,-0.00024056434631347656
127,-0.0020461082458496094
128,-0.0037832260131835938
129,-0.0054367780685424805
130,-0.0070275068283081055
131,-0.008563995361328125
132,-0.010038554668426514
133,-0.011444091796875
134,-0.01279747486114502
135,-0.014109909534454346
136,-0.015375971794128418
137,-0.016591370105743408
138,-0.017764806747436523
139,-0.018905162811279297
140,-0.02000880241394043
141,-0.021077752113342285
142,-0.022111594676971436
143,-0.023117482662200928
144,-0.024104654788970947
145,-0.02505207061767578
146,-0.025994300842285156
147,-0.026942968368530273
148,-0.027896583080291748
149,-0.028873860836029053
150,-0.029900789260864258
151,-0.030979454517364502
152,-0.03214186429977417
153,-0.03342515230178833
154,-0.03486764430999756
155,-0.03651911020278931
156,-0.038410961627960205
157,-0.04050087928771973
158,-0.04262268543243408
159,-0.044467806816101074
160,-0.046009719371795654
161,-0.04804515838623047
162,-0.051046669483184814
163,-0.05426448583602905
164,-0.05707275867462158
165,-0.05960601568222046
166,-0.06233775615692139
167,-0.06549352407455444
168,-0.06875479221343994
169,-0.07164651155471802
170,-0.07426059246063232
171,-0.07721483707427979
172,-0.08037036657333374
173,-0.08323878049850464
174,-0.08589410781860352
175,-0.08860105276107788
176,-0.09132850170135498
177,-0.09383612871170044
178,-0.09612494707107544
179,-0.09845304489135742
180,-0.10077118873596191
181,-0.1028902530670166
182,-0.10488259792327881
183,-0.10689646005630493
184,-0.10886561870574951
185,-0.11066526174545288
186,-0.1123456358909607
187,-0.11400586366653442
188,-0.11562150716781616
189,-0.11711668968200684
190,-0.11852377653121948
191,-0.11990892887115479
192,-0.12124627828598022
193,-0.12249648571014404
194,-0.12366902828216553
195,-0.12481123208999634
196,-0.12591230869293213
197,-0.1269603967666626
198,-0.12797516584396362
199,-0.12896889448165894
200,-0.12989771366119385
201,-0.13076907396316528
202,-0.13161206245422363
203,-0.13245004415512085
204,-0.1332550048828125
205,-0.1339988112449646
206,-0.13469576835632324
207,-0.13538312911987305
208,-0.13605886697769165
209,-0.13672196865081787
210,-0.13737553358078003
211,-0.1380157470703125
212,-0.13862484693527222
213,-0.13920992612838745
214,-0.1397954225540161
215,-0.14037948846817017
216,-0.1409592628479004
217,-0.14152878522872925
218,-0.14209741353988647
219,-0.14267194271087646
220,-0.1432543396949768
221,-0.14385288953781128
222,-0.1444779634475708
223,-0.14512383937835693
224,-0.14581835269927979
225,-0.14658969640731812
226,-0.14746743440628052
227,-0.14850199222564697
228,-0.14977490901947021
229,-0.15134650468826294
230,-0.1531868577003479
231,-0.15502029657363892
232,-0.15652382373809814
233,-0.15844827890396118
234,-0.16116076707839966
235,-0.16392606496810913
236,-0.16647082567214966
237,-0.16904586553573608
238,-0.17207014560699463
239,-0.17542946338653564
240,-0.17857813835144043
241,-0.18160420656204224
242,-0.1850656270980835
243,-0.1886633038520813
244,-0.1920102834701538
245,-0.1953192949295044
246,-0.1988162398338318
247,-0.20223653316497803
248,-0.20541006326675415
249,-0.20859569311141968
250,-0.2118183970451355
251,-0.21484124660491943
252,-0.21770083904266357
253,-0.22053152322769165
254,-0.2232581377029419
255,-0.22581356763839722
256,-0.2282664179801941
257,-0.2306208610534668
258,-0.23282498121261597
259,-0.23489129543304443
260,-0.23692846298217773
261,-0.23889434337615967
262,-0.24071940779685974
263,-0.2424875795841217
264,-0.24417439103126526
265,-0.2457277476787567
266,-0.24720916152000427
267,-0.24866142868995667
268,-0.2500438094139099
